aqiMajorPollutant,airQualityLevel,observationDateTime,deviceStatus,airQualityIndex,id,co.avgOverTime,pm10.avgOverTime,pm2p5.avgOverTime,so2.avgOverTime,airTemperature.avgOverTime,o3.avgOverTime,atmosphericPressure.avgOverTime,uv.avgOverTime,illuminance.avgOverTime,relativeHumidity.avgOverTime,co2.avgOverTime,ambientNoise.avgOverTime,no2.avgOverTime
PM2.5,VERY_POOR,2022-01-01 20:46:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.44,189.96,124.5,9.98,24.7,26.65,0.94,0.0,7.44,72.1,2.08,85.88,76.3
PM2.5,VERY_POOR,2022-01-01 20:46:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.44,189.96,124.5,9.98,24.7,26.65,0.94,0.0,7.44,72.1,2.08,85.88,76.3
PM2.5,VERY_POOR,2022-01-01 20:46:12+05:30,ACTIVE,375,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,5.45,310.27,195.16,8.89,24.36,17.18,0.94,0.0,9.97,72.06,385.57,83.7,45.87
CO,MODERATE,2022-01-01 20:46:12+05:30,ACTIVE,108,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,5.47,61.74,29.93,5.22,24.49,43.53,0.94,0.0,14.37,68.21,160.14,60.09,43.07
NO2,SATISFACTORY,2022-01-01 20:46:12+05:30,ACTIVE,53,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,3.4,40.56,24.93,2.28,23.14,16.36,0.94,0.0,4.73,76.03,502.3,78.31,86.85
PM2.5,VERY_POOR,2022-01-01 20:46:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.44,189.96,124.5,9.98,24.7,26.65,0.94,0.0,7.44,72.1,2.08,85.88,76.3
PM2.5,VERY_POOR,2022-01-01 20:46:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.44,189.96,124.5,9.98,24.7,26.65,0.94,0.0,7.44,72.1,2.08,85.88,76.3
PM2.5,VERY_POOR,2022-01-01 20:46:14+05:30,ACTIVE,338,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,3.78,206.94,126.95,9.17,24.33,46.64,0.94,0.0,0.25,68.88,473.36,64.87,71.31
PM2.5,VERY_POOR,2022-01-01 20:46:15+05:30,ACTIVE,352,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,4.39,392.17,220.23,4.77,25.5,14.03,0.94,0.0,4.77,67.65,601.14,79.54,47.53
PM2.5,SATISFACTORY,2022-01-01 20:46:15+05:30,ACTIVE,77,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,3.78,73.93,40.82,3.16,24.52,0.08,0.94,0.0,2.34,71.29,286.79,81.03,61.09
NO2,SATISFACTORY,2022-01-01 20:46:15+05:30,ACTIVE,79,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,3.13,187.02,97.73,2.97,23.95,0.01,0.94,0.0,24.14,64.92,462.69,78.82,84.54
PM2.5,VERY_POOR,2022-01-01 20:46:20+05:30,ACTIVE,349,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,4.43,305.18,199.29,7.14,25.24,41.87,0.94,0.0,9.85,66.12,222.86,74.88,91.56
PM2.5,MODERATE,2022-01-01 20:46:22+05:30,ACTIVE,173,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,4.64,164.12,108.44,8.52,25.61,11.43,0.94,0.0,3.43,67.52,0.0,73.57,13.44
CO,SATISFACTORY,2022-01-01 21:01:09+05:30,ACTIVE,76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,5.14,132.29,68.0,7.09,23.49,19.78,0.94,0.0,6.33,69.3,0.0,80.95,80.8
PM2.5,POOR,2022-01-01 21:01:10+05:30,ACTIVE,243,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,4.61,109.0,64.12,0.6,23.74,2.04,0.94,0.0,4.6,71.34,9.11,62.43,136.36
NO2,MODERATE,2022-01-01 21:01:11+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,2.87,146.71,87.85,9.3,24.5,10.32,0.93,0.0,5.1,64.81,105.66,77.65,96.39
PM2.5,VERY_POOR,2022-01-01 21:01:11+05:30,ACTIVE,360,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,3.23,223.28,144.88,4.23,25.41,0.0,0.94,0.0,1.93,65.64,330.66,73.75,84.82
CO,MODERATE,2022-01-01 21:01:11+05:30,ACTIVE,107,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,6.92,116.35,61.38,11.77,24.86,2.21,0.94,0.0,5.12,69.37,549.0,76.28,79.92
PM2.5,VERY_POOR,2022-01-01 21:01:11+05:30,ACTIVE,304,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,5.42,227.0,125.94,5.13,24.41,0.0,0.94,0.0,3.3,72.02,0.0,68.53,111.39
PM2.5,VERY_POOR,2022-01-01 21:01:11+05:30,ACTIVE,360,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,3.23,223.28,144.88,4.23,25.41,0.0,0.94,0.0,1.93,65.64,330.66,73.75,84.82
PM2.5,VERY_POOR,2022-01-01 21:01:11+05:30,ACTIVE,310,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,2.05,183.2,123.13,2.9,22.35,3.96,0.94,0.0,1.38,74.93,564.43,74.52,72.65
PM2.5,VERY_POOR,2022-01-01 21:01:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.48,189.76,125.06,10.16,24.61,25.56,0.94,0.0,7.29,72.73,0.14,85.6,73.22
PM2.5,VERY_POOR,2022-01-01 21:01:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.48,189.76,125.06,10.16,24.61,25.56,0.94,0.0,7.29,72.73,0.14,85.6,73.22
NO2,SATISFACTORY,2022-01-01 21:01:12+05:30,ACTIVE,53,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,3.19,40.17,24.29,1.96,22.98,16.25,0.94,0.0,4.29,76.51,503.36,78.41,85.46
CO,MODERATE,2022-01-01 21:01:12+05:30,ACTIVE,108,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,4.54,55.92,28.82,3.62,23.98,46.81,0.94,0.0,14.25,69.58,143.15,60.06,43.22
PM2.5,VERY_POOR,2022-01-01 21:01:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.48,189.76,125.06,10.16,24.61,25.56,0.94,0.0,7.29,72.73,0.14,85.6,73.22
PM2.5,VERY_POOR,2022-01-01 21:01:12+05:30,ACTIVE,307,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.48,189.76,125.06,10.16,24.61,25.56,0.94,0.0,7.29,72.73,0.14,85.6,73.22
PM2.5,VERY_POOR,2022-01-01 21:01:14+05:30,ACTIVE,375,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,5.89,344.76,217.0,9.85,24.23,15.11,0.94,0.0,10.32,72.94,395.98,83.93,47.84
PM2.5,VERY_POOR,2022-01-01 21:01:16+05:30,ACTIVE,338,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,4.27,209.47,130.55,10.26,24.25,46.13,0.94,0.0,0.23,69.8,487.75,65.02,68.27
PM2.5,SATISFACTORY,2022-01-01 21:01:16+05:30,ACTIVE,77,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,3.77,77.0,42.99,3.06,24.45,0.0,0.94,0.0,2.08,71.3,283.62,81.54,62.36
PM2.5,VERY_POOR,2022-01-01 21:01:16+05:30,ACTIVE,352,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,4.49,391.58,226.92,4.76,25.34,13.97,0.94,0.0,4.78,68.24,600.19,79.37,47.91
NO2,SATISFACTORY,2022-01-01 21:01:18+05:30,ACTIVE,79,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,2.33,172.47,98.14,1.25,23.74,0.4,0.94,0.0,23.99,65.63,444.34,78.97,78.83
PM2.5,VERY_POOR,2022-01-01 21:01:23+05:30,ACTIVE,349,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,3.69,293.54,184.04,6.85,25.0,40.95,0.94,0.0,9.14,66.95,210.9,74.9,88.0
PM2.5,MODERATE,2022-01-01 21:01:24+05:30,ACTIVE,165,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,4.62,151.87,101.77,8.98,25.24,7.87,0.94,0.0,3.39,69.13,0.0,73.71,15.69
CO,MODERATE,2022-01-01 21:16:07+05:30,ACTIVE,102,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,5.21,114.99,63.28,7.06,23.4,21.86,0.94,0.0,6.56,69.7,0.0,81.98,72.97
PM2.5,POOR,2022-01-01 21:16:09+05:30,ACTIVE,235,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,3.73,111.48,66.85,0.11,23.54,3.73,0.94,0.0,4.54,71.94,8.66,62.5,124.92
PM2.5,VERY_POOR,2022-01-01 21:16:09+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,2.04,192.45,130.92,2.98,22.28,4.13,0.94,0.0,1.38,75.34,568.0,75.32,71.61
PM2.5,VERY_POOR,2022-01-01 21:16:09+05:30,ACTIVE,356,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,3.45,239.79,155.23,4.43,25.31,0.0,0.94,0.0,2.0,66.13,335.16,73.27,85.94
PM2.5,VERY_POOR,2022-01-01 21:16:09+05:30,ACTIVE,356,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,3.45,239.79,155.23,4.43,25.31,0.0,0.94,0.0,2.0,66.13,335.16,73.27,85.94
PM2.5,VERY_POOR,2022-01-01 21:16:09+05:30,ACTIVE,303,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,5.45,230.01,131.28,5.15,24.33,0.0,0.94,0.0,3.32,72.46,0.0,67.87,110.46
CO,MODERATE,2022-01-01 21:16:09+05:30,ACTIVE,116,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,6.93,115.21,63.26,11.79,24.71,2.21,0.94,0.0,5.09,70.2,551.09,77.26,76.78
CO,MODERATE,2022-01-01 21:16:10+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,2.46,133.82,80.58,8.24,24.38,9.47,0.93,0.0,5.28,64.66,91.97,76.85,92.28
PM2.5,VERY_POOR,2022-01-01 21:16:11+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.28,193.02,128.5,10.27,24.52,24.01,0.94,0.0,7.01,73.2,0.14,85.28,70.41
CO,MODERATE,2022-01-01 21:16:11+05:30,ACTIVE,114,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,5.52,65.39,32.89,4.32,23.61,37.18,0.94,0.0,14.09,71.37,165.95,60.03,43.35
PM2.5,VERY_POOR,2022-01-01 21:16:11+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.28,193.02,128.5,10.27,24.52,24.01,0.94,0.0,7.01,73.2,0.14,85.28,70.41
PM2.5,VERY_POOR,2022-01-01 21:16:11+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.28,193.02,128.5,10.27,24.52,24.01,0.94,0.0,7.01,73.2,0.14,85.28,70.41
CO,SATISFACTORY,2022-01-01 21:16:11+05:30,ACTIVE,66,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,3.3,45.03,27.06,1.91,22.84,15.83,0.94,0.0,4.15,77.2,523.8,77.48,83.28
PM2.5,VERY_POOR,2022-01-01 21:16:11+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.28,193.02,128.5,10.27,24.52,24.01,0.94,0.0,7.01,73.2,0.14,85.28,70.41
PM2.5,VERY_POOR,2022-01-01 21:16:13+05:30,ACTIVE,373,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,6.02,357.65,225.51,10.09,24.1,14.07,0.94,0.0,10.05,73.34,398.48,83.55,49.28
PM2.5,VERY_POOR,2022-01-01 21:16:14+05:30,ACTIVE,352,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,4.82,395.72,232.72,5.46,25.2,13.65,0.94,0.0,4.68,69.13,618.12,79.13,48.37
PM2.5,VERY_POOR,2022-01-01 21:16:15+05:30,ACTIVE,337,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,4.88,227.38,143.64,12.07,24.15,47.87,0.94,0.0,0.22,70.87,498.64,65.16,63.77
CO,SATISFACTORY,2022-01-01 21:16:15+05:30,ACTIVE,88,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,3.82,82.94,46.16,2.98,24.36,0.0,0.94,0.0,2.08,71.12,287.72,81.45,64.42
NO2,SATISFACTORY,2022-01-01 21:16:16+05:30,ACTIVE,79,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,2.13,182.39,101.98,0.65,23.37,0.57,0.94,0.0,23.86,66.31,431.01,78.21,79.22
PM2.5,VERY_POOR,2022-01-01 21:16:21+05:30,ACTIVE,349,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,2.46,272.57,167.47,6.14,24.87,38.89,0.94,0.0,9.09,66.8,193.61,74.83,82.77
PM2.5,MODERATE,2022-01-01 21:16:23+05:30,ACTIVE,165,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,4.06,140.01,93.56,9.35,25.07,0.32,0.94,0.0,3.37,68.99,0.0,73.7,43.84
CO,MODERATE,2022-01-01 21:31:09+05:30,ACTIVE,102,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,5.15,104.69,60.05,7.0,23.39,25.54,0.94,0.0,6.9,69.73,0.0,81.78,69.12
PM2.5,VERY_POOR,2022-01-01 21:31:10+05:30,ACTIVE,303,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,5.26,230.27,133.34,5.14,24.2,0.0,0.94,0.0,3.37,73.18,0.0,68.68,106.75
PM2.5,VERY_POOR,2022-01-01 21:31:10+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,1.66,210.09,144.94,2.3,22.17,9.76,0.94,0.0,1.39,76.23,560.06,74.67,64.19
PM2.5,POOR,2022-01-01 21:31:10+05:30,ACTIVE,235,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,3.3,111.17,70.58,0.0,23.24,3.83,0.94,0.0,4.04,72.74,15.51,62.06,114.52
CO,MODERATE,2022-01-01 21:31:10+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,2.6,143.97,86.87,8.71,24.27,9.2,0.93,0.0,5.24,64.53,90.87,76.0,91.47
CO,MODERATE,2022-01-01 21:31:10+05:30,ACTIVE,116,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,7.47,122.89,66.07,12.77,24.54,1.83,0.94,0.0,5.06,71.31,573.3,78.14,77.2
PM2.5,VERY_POOR,2022-01-01 21:31:11+05:30,ACTIVE,356,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,3.87,245.8,157.82,5.1,25.17,0.0,0.94,0.0,2.05,66.72,344.38,72.22,91.33
PM2.5,VERY_POOR,2022-01-01 21:31:11+05:30,ACTIVE,356,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,3.87,245.8,157.82,5.1,25.17,0.0,0.94,0.0,2.05,66.72,344.38,72.22,91.33
PM2.5,VERY_POOR,2022-01-01 21:31:12+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.33,195.62,130.91,10.39,24.4,22.91,0.94,0.0,6.35,73.75,0.0,85.22,68.59
PM2.5,VERY_POOR,2022-01-01 21:31:12+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.33,195.62,130.91,10.39,24.4,22.91,0.94,0.0,6.35,73.75,0.0,85.22,68.59
PM2.5,VERY_POOR,2022-01-01 21:31:12+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.33,195.62,130.91,10.39,24.4,22.91,0.94,0.0,6.35,73.75,0.0,85.22,68.59
CO,MODERATE,2022-01-01 21:31:12+05:30,ACTIVE,114,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,5.92,66.32,34.32,4.57,23.58,11.01,0.94,0.0,14.1,72.62,175.39,60.12,43.35
PM2.5,VERY_POOR,2022-01-01 21:31:12+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,6.33,195.62,130.91,10.39,24.4,22.91,0.94,0.0,6.35,73.75,0.0,85.22,68.59
CO,SATISFACTORY,2022-01-01 21:31:12+05:30,ACTIVE,66,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,3.48,52.49,31.54,1.98,22.71,14.71,0.94,0.0,4.08,78.43,581.16,77.45,75.95
PM2.5,VERY_POOR,2022-01-01 21:31:14+05:30,ACTIVE,373,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,5.75,372.52,237.72,9.55,23.98,14.77,0.94,0.0,9.84,73.69,397.24,84.02,47.42
PM2.5,VERY_POOR,2022-01-01 21:31:16+05:30,ACTIVE,337,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,5.26,239.66,152.91,12.91,24.0,48.11,0.94,0.0,0.22,71.85,502.61,64.79,59.09
CO,SATISFACTORY,2022-01-01 21:31:16+05:30,ACTIVE,88,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,3.65,85.97,48.93,2.86,24.14,0.01,0.94,0.0,2.13,71.15,283.39,81.41,66.41
PM2.5,VERY_POOR,2022-01-01 21:31:16+05:30,ACTIVE,352,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,5.58,408.63,238.75,6.8,25.08,13.35,0.94,0.0,4.59,70.39,646.27,79.17,48.43
NO2,SATISFACTORY,2022-01-01 21:31:18+05:30,ACTIVE,79,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,2.1,180.34,96.05,0.59,22.99,0.44,0.94,0.0,23.25,67.27,428.93,77.07,79.08
PM2.5,VERY_POOR,2022-01-01 21:31:23+05:30,ACTIVE,349,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,2.32,266.34,167.73,5.84,24.69,37.24,0.94,0.0,8.71,67.06,188.76,74.6,81.03
PM2.5,MODERATE,2022-01-01 21:31:25+05:30,ACTIVE,165,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,3.37,138.05,91.23,8.85,24.97,0.0,0.94,0.0,3.28,68.47,0.0,73.92,67.07
CO,MODERATE,2022-01-01 21:46:09+05:30,ACTIVE,102,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,4.95,102.98,59.65,6.75,23.48,27.99,0.94,0.0,5.68,68.98,0.0,79.74,66.25
PM2.5,POOR,2022-01-01 21:46:10+05:30,ACTIVE,235,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,3.13,121.41,77.74,0.07,22.91,3.21,0.94,0.0,4.26,73.59,25.2,63.62,107.81
PM2.5,VERY_POOR,2022-01-01 21:46:10+05:30,ACTIVE,305,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,1.57,223.82,157.13,2.0,21.97,15.67,0.94,0.0,1.4,77.04,552.05,74.99,55.42
