license_plate,serviceOnDuty,id,location/type,location/coordinates/0,location/coordinates/1,emergencyVehicleType,observationDateTime
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554482,12.991195,AMBULANCE,2022-01-01T10:35:03+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.509758,12.806952,AMBULANCE,2022-01-01T10:34:59+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627609,12.937687,MOTORCYCLE AMBULANCE,2022-01-01T10:35:15+05:30
KA51G5040,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.566582,12.88419,AMBULANCE,2022-01-01T10:35:14+05:30
KA51G5027,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.615143,12.960936,AMBULANCE,2022-01-01T10:35:11+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071385,AMBULANCE,2022-01-01T10:35:11+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.785858,12.861243,AMBULANCE,2022-01-01T10:35:16+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:35:11+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:35:10+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.569603,12.995548,AMBULANCE,2022-01-01T10:35:15+05:30
KA40G425,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.594398,13.009653,AMBULANCE,2022-01-01T10:35:14+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578621,12.804124,AMBULANCE,2022-01-01T10:35:10+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390991,13.099173,AMBULANCE,2022-01-01T10:35:17+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631042,12.921687,AMBULANCE,2022-01-01T10:35:15+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554558,12.992088,AMBULANCE,2022-01-01T10:35:13+05:30
KA40G518,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.535965,12.983119,AMBULANCE,2022-01-01T10:35:26+05:30
KA51G5026,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618729,13.020881,AMBULANCE,2022-01-01T10:35:23+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804124,AMBULANCE,2022-01-01T10:35:20+05:30
KA51G5245,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.591003,12.983065,AMBULANCE,2022-01-01T10:35:27+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390991,13.099173,AMBULANCE,2022-01-01T10:35:27+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:35:20+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631042,12.921688,AMBULANCE,2022-01-01T10:35:26+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627541,12.937638,MOTORCYCLE AMBULANCE,2022-01-01T10:35:25+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071385,AMBULANCE,2022-01-01T10:35:21+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.785385,12.861125,AMBULANCE,2022-01-01T10:35:26+05:30
KA51G5238,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.600899,12.958978,AMBULANCE,2022-01-01T10:35:28+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:35:21+05:30
KA51G5251,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.582939,12.973346,AMBULANCE,2022-01-01T10:35:25+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.569626,12.995028,AMBULANCE,2022-01-01T10:35:25+05:30
KA51G5039,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.563194,12.948936,AMBULANCE,2022-01-01T10:35:34+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627541,12.937636,MOTORCYCLE AMBULANCE,2022-01-01T10:35:35+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071385,AMBULANCE,2022-01-01T10:35:31+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804124,AMBULANCE,2022-01-01T10:35:30+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:35:31+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390991,13.099171,AMBULANCE,2022-01-01T10:35:38+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631035,12.921687,AMBULANCE,2022-01-01T10:35:36+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784676,12.861006,AMBULANCE,2022-01-01T10:35:36+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:35:30+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.569771,12.994919,AMBULANCE,2022-01-01T10:35:35+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627541,12.937636,MOTORCYCLE AMBULANCE,2022-01-01T10:35:45+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071385,AMBULANCE,2022-01-01T10:35:41+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390991,13.099171,AMBULANCE,2022-01-01T10:35:48+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:35:40+05:30
KA51G5230,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.596245,13.099749,AMBULANCE,2022-01-01T10:35:45+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.569847,12.995188,AMBULANCE,2022-01-01T10:35:45+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554642,12.994517,AMBULANCE,2022-01-01T10:35:43+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784248,12.860901,AMBULANCE,2022-01-01T10:35:46+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804125,AMBULANCE,2022-01-01T10:35:40+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:35:41+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627541,12.937636,MOTORCYCLE AMBULANCE,2022-01-01T10:35:55+05:30
KA51G5035,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.53772,13.081013,AMBULANCE,2022-01-01T10:35:55+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071385,AMBULANCE,2022-01-01T10:35:51+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784233,12.860796,AMBULANCE,2022-01-01T10:35:56+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804125,AMBULANCE,2022-01-01T10:35:50+05:30
KA51G5252,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.704597,13.017571,AMBULANCE,2022-01-01T10:35:53+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:35:51+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390991,13.099166,AMBULANCE,2022-01-01T10:35:58+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:35:50+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.63102,12.921703,AMBULANCE,2022-01-01T10:35:56+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.56987,12.995514,AMBULANCE,2022-01-01T10:35:55+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554787,12.994761,AMBULANCE,2022-01-01T10:35:53+05:30
KA02G3769,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.592209,12.925144,AMBULANCE,2022-01-01T10:35:55+05:30
KA40G473,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.500267,12.951153,AMBULANCE,2022-01-01T10:36:03+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627541,12.937636,MOTORCYCLE AMBULANCE,2022-01-01T10:36:05+05:30
KA51G5022,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.569969,12.938364,AMBULANCE,2022-01-01T10:36:01+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071386,AMBULANCE,2022-01-01T10:36:01+05:30
KA51G5256,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.651474,12.872556,AMBULANCE,2022-01-01T10:36:06+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784111,12.860683,AMBULANCE,2022-01-01T10:36:06+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:36:00+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390984,13.099164,AMBULANCE,2022-01-01T10:36:08+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804124,AMBULANCE,2022-01-01T10:36:00+05:30
KA51G5240,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.711235,12.801131,AMBULANCE,2022-01-01T10:36:03+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:36:00+05:30
KA02G1658,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.514137,12.913415,MOTORCYCLE AMBULANCE,2022-01-01T10:36:01+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631012,12.921712,AMBULANCE,2022-01-01T10:36:06+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.509758,12.806951,AMBULANCE,2022-01-01T10:35:59+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.570068,12.995572,AMBULANCE,2022-01-01T10:36:05+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554924,12.994921,AMBULANCE,2022-01-01T10:36:03+05:30
KA01G6713,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.736671,13.036691,AMBULANCE,2022-01-01T10:36:07+05:30
KA40G425,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.594383,13.009637,AMBULANCE,2022-01-01T10:36:14+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627525,12.937631,MOTORCYCLE AMBULANCE,2022-01-01T10:36:15+05:30
KA51G5027,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.615143,12.960932,AMBULANCE,2022-01-01T10:36:11+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:36:10+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631004,12.921713,AMBULANCE,2022-01-01T10:36:16+05:30
KA51G5040,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.566544,12.884177,AMBULANCE,2022-01-01T10:36:13+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071386,AMBULANCE,2022-01-01T10:36:11+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784088,12.860582,AMBULANCE,2022-01-01T10:36:16+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804123,AMBULANCE,2022-01-01T10:36:10+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:36:10+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390984,13.099156,AMBULANCE,2022-01-01T10:36:17+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.570129,12.995598,AMBULANCE,2022-01-01T10:36:15+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554878,12.995342,AMBULANCE,2022-01-01T10:36:13+05:30
KA40G518,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.535927,12.983152,AMBULANCE,2022-01-01T10:36:26+05:30
KA51G5026,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618729,13.02088,AMBULANCE,2022-01-01T10:36:22+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784096,12.860651,AMBULANCE,2022-01-01T10:36:26+05:30
KA51G5238,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.600899,12.958975,AMBULANCE,2022-01-01T10:36:28+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505783,12.931647,AMBULANCE,2022-01-01T10:36:20+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390976,13.099154,AMBULANCE,2022-01-01T10:36:27+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631004,12.921712,AMBULANCE,2022-01-01T10:36:26+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.570129,12.995598,AMBULANCE,2022-01-01T10:36:19+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627525,12.937629,MOTORCYCLE AMBULANCE,2022-01-01T10:36:25+05:30
KA51G5250,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071386,AMBULANCE,2022-01-01T10:36:21+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804123,AMBULANCE,2022-01-01T10:36:20+05:30
KA51G5245,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.591034,12.98302,AMBULANCE,2022-01-01T10:36:27+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:36:19+05:30
KA51G5251,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.582939,12.973361,AMBULANCE,2022-01-01T10:36:25+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.55452,12.996039,AMBULANCE,2022-01-01T10:36:23+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.627525,12.937628,MOTORCYCLE AMBULANCE,2022-01-01T10:36:35+05:30
KA51G5250,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.528412,13.071387,AMBULANCE,2022-01-01T10:36:31+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578613,12.804123,AMBULANCE,2022-01-01T10:36:30+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.390976,13.099158,AMBULANCE,2022-01-01T10:36:38+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.555672,12.959096,AMBULANCE,2022-01-01T10:36:29+05:30
KA51G5039,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.563202,12.948933,AMBULANCE,2022-01-01T10:36:33+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784149,12.860752,AMBULANCE,2022-01-01T10:36:36+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.505791,12.931649,AMBULANCE,2022-01-01T10:36:30+05:30
KA51G5254,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.552353,13.022979,AMBULANCE,2022-01-01T10:36:35+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.631004,12.921722,AMBULANCE,2022-01-01T10:36:36+05:30
