license_plate,serviceOnDuty,id,location/type,location/coordinates/0,location/coordinates/1,emergencyVehicleType,observationDateTime
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.579613,12.985744,AMBULANCE,2022-01-01T10:58:23+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.643661,12.968639,MOTORCYCLE AMBULANCE,2022-01-01T10:58:33+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784164,12.860781,AMBULANCE,2022-01-01T10:58:31+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618851,12.931836,AMBULANCE,2022-01-01T10:58:35+05:30
KA51G5039,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.563217,12.948885,AMBULANCE,2022-01-01T10:58:28+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577934,12.80416,AMBULANCE,2022-01-01T10:58:35+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.592773,13.076434,AMBULANCE,2022-01-01T10:58:32+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.644539,12.968649,MOTORCYCLE AMBULANCE,2022-01-01T10:58:43+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577942,12.804151,AMBULANCE,2022-01-01T10:58:45+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.592659,13.074759,AMBULANCE,2022-01-01T10:58:42+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618958,12.931851,AMBULANCE,2022-01-01T10:58:45+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.578873,12.984375,AMBULANCE,2022-01-01T10:58:43+05:30
KA40G473,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.500259,12.951152,AMBULANCE,2022-01-01T10:58:57+05:30
KA51G5022,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.570236,12.937717,AMBULANCE,2022-01-01T10:58:55+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.57795,12.804142,AMBULANCE,2022-01-01T10:58:54+05:30
KA02G1658,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.514076,12.913335,MOTORCYCLE AMBULANCE,2022-01-01T10:58:55+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.579155,12.983915,AMBULANCE,2022-01-01T10:58:53+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.509735,12.806982,AMBULANCE,2022-01-01T10:58:54+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645454,12.968684,MOTORCYCLE AMBULANCE,2022-01-01T10:58:53+05:30
KA51G5035,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.538315,13.079941,AMBULANCE,2022-01-01T10:58:50+05:30
KA51G5240,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.71122,12.801113,AMBULANCE,2022-01-01T10:58:57+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.592705,13.073607,AMBULANCE,2022-01-01T10:58:52+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.570564,12.995481,AMBULANCE,2022-01-01T10:58:54+05:30
KA02G3769,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.592346,12.924731,AMBULANCE,2022-01-01T10:58:50+05:30
KA40G425,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.594353,13.009648,AMBULANCE,2022-01-01T10:59:09+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.64637,12.968711,MOTORCYCLE AMBULANCE,2022-01-01T10:59:03+05:30
KA51G5027,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.615334,12.960807,AMBULANCE,2022-01-01T10:59:06+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577957,12.804133,AMBULANCE,2022-01-01T10:59:04+05:30
KA51G5040,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.566574,12.884098,AMBULANCE,2022-01-01T10:59:08+05:30
KA51G5256,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.651505,12.872548,AMBULANCE,2022-01-01T10:59:01+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.514221,12.913559,AMBULANCE,2022-01-01T10:59:05+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.580139,12.983812,AMBULANCE,2022-01-01T10:59:03+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.593079,13.073482,AMBULANCE,2022-01-01T10:59:02+05:30
KA01G6713,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.736679,13.03672,AMBULANCE,2022-01-01T10:59:01+05:30
KA51G5026,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618767,13.020839,AMBULANCE,2022-01-01T10:59:17+05:30
KA51G5250,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.501846,13.071012,AMBULANCE,2022-01-01T10:59:14+05:30
KA51G5253,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.394928,13.092759,AMBULANCE,2022-01-01T10:59:09+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577965,12.804125,AMBULANCE,2022-01-01T10:59:14+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.594116,13.073408,AMBULANCE,2022-01-01T10:59:11+05:30
KA40G518,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.535973,12.982923,AMBULANCE,2022-01-01T10:59:21+05:30
KA51G5039,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.563217,12.948883,AMBULANCE,2022-01-01T10:59:28+05:30
KA51G5252,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.704651,13.017672,AMBULANCE,2022-01-01T10:59:20+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577965,12.804121,AMBULANCE,2022-01-01T10:59:24+05:30
KA51G5238,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.600899,12.958954,AMBULANCE,2022-01-01T10:59:22+05:30
KA51G5245,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.591095,12.982936,AMBULANCE,2022-01-01T10:59:21+05:30
KA51G5251,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.582985,12.973287,AMBULANCE,2022-01-01T10:59:20+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.595413,13.073224,AMBULANCE,2022-01-01T10:59:21+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.58239,12.984271,AMBULANCE,2022-01-01T10:59:23+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.647278,12.968762,MOTORCYCLE AMBULANCE,2022-01-01T10:59:13+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784172,12.860782,AMBULANCE,2022-01-01T10:59:30+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577972,12.804116,AMBULANCE,2022-01-01T10:59:34+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.596825,13.072951,AMBULANCE,2022-01-01T10:59:31+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.583031,12.984315,AMBULANCE,2022-01-01T10:59:33+05:30
KA51G5257,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618919,12.931911,AMBULANCE,2022-01-01T10:59:44+05:30
KA40G430,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.5839,12.984114,AMBULANCE,2022-01-01T10:59:43+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.57798,12.804107,AMBULANCE,2022-01-01T10:59:44+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.598328,13.072855,AMBULANCE,2022-01-01T10:59:41+05:30
KA51G5035,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.538399,13.0799,AMBULANCE,2022-01-01T10:59:50+05:30
KA02G1658,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.514175,12.913455,MOTORCYCLE AMBULANCE,2022-01-01T10:59:54+05:30
KA51G5230,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.599937,13.072981,AMBULANCE,2022-01-01T10:59:51+05:30
KA51G5028,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.57058,12.99548,AMBULANCE,2022-01-01T10:59:53+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.509735,12.806983,AMBULANCE,2022-01-01T10:59:54+05:30
KA02G3769,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.592331,12.924709,AMBULANCE,2022-01-01T10:59:50+05:30
KA40G473,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.500259,12.951152,AMBULANCE,2022-01-01T10:59:58+05:30
KA51G5022,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.570251,12.937712,AMBULANCE,2022-01-01T10:59:56+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.577988,12.804095,AMBULANCE,2022-01-01T10:59:54+05:30
KA51G5240,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.71122,12.801111,AMBULANCE,2022-01-01T10:59:56+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.647636,12.969704,MOTORCYCLE AMBULANCE,2022-01-01T10:59:33+05:30
KA02G1607,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.647415,12.971005,MOTORCYCLE AMBULANCE,2022-01-01T10:59:53+05:30
KA51G5041,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.589218,13.042567,AMBULANCE,2022-01-01T10:50:35+05:30
KA02G3770,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.535973,12.98244,AMBULANCE,2022-01-01T10:56:05+05:30
KA51G5227,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.594292,12.935295,AMBULANCE,2022-01-01T10:10:16+05:30
KA02G1616,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.563126,12.949087,MOTORCYCLE AMBULANCE,2022-01-01T10:46:51+05:30
KA51G5035,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.538284,13.079993,AMBULANCE,2022-01-01T10:00:03+05:30
KA51G5235,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.784248,12.860725,AMBULANCE,2022-01-01T10:00:09+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645172,12.983834,MOTORCYCLE AMBULANCE,2022-01-01T10:00:07+05:30
KA51G5252,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.704521,13.017702,AMBULANCE,2022-01-01T10:00:01+05:30
KA51G5238,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.600891,12.958982,AMBULANCE,2022-01-01T10:00:01+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.558891,12.961515,AMBULANCE,2022-01-01T10:00:09+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.50975,12.80698,AMBULANCE,2022-01-01T10:00:08+05:30
KA02G3769,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.591743,12.925481,AMBULANCE,2022-01-01T10:00:03+05:30
KA51G5250,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.52755,13.070958,AMBULANCE,2022-01-01T10:00:19+05:30
KA51G5256,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.651482,12.872598,AMBULANCE,2022-01-01T10:00:15+05:30
KA51G5246,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.57988,12.813834,AMBULANCE,2022-01-01T10:00:11+05:30
KA40G473,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.500229,12.951154,AMBULANCE,2022-01-01T10:00:11+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645172,12.983834,MOTORCYCLE AMBULANCE,2022-01-01T10:00:16+05:30
KA02G1615,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.7864,12.861356,MOTORCYCLE AMBULANCE,2022-01-01T10:00:14+05:30
KA51G5240,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.711189,12.801166,AMBULANCE,2022-01-01T10:00:11+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.558899,12.961514,AMBULANCE,2022-01-01T10:00:19+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.50975,12.80698,AMBULANCE,2022-01-01T10:00:18+05:30
KA01G6713,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.736649,13.036786,AMBULANCE,2022-01-01T10:00:15+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645172,12.983835,MOTORCYCLE AMBULANCE,2022-01-01T10:00:26+05:30
KA51G5022,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.573593,12.923443,AMBULANCE,2022-01-01T10:00:25+05:30
KA51G5027,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.61515,12.960974,AMBULANCE,2022-01-01T10:00:19+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.558891,12.961514,AMBULANCE,2022-01-01T10:00:28+05:30
KA40G425,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.594391,13.00978,AMBULANCE,2022-01-01T10:00:22+05:30
KA02G1615,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.786934,12.861335,MOTORCYCLE AMBULANCE,2022-01-01T10:00:24+05:30
KA51G5040,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.566711,12.884177,AMBULANCE,2022-01-01T10:00:22+05:30
KA51G5247,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.493881,12.931815,AMBULANCE,2022-01-01T10:00:23+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.50975,12.80698,AMBULANCE,2022-01-01T10:00:28+05:30
KA40G518,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.535995,12.982889,AMBULANCE,2022-01-01T10:00:35+05:30
KA02G1615,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.787384,12.861574,MOTORCYCLE AMBULANCE,2022-01-01T10:00:34+05:30
KA51G5245,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.591118,12.982917,AMBULANCE,2022-01-01T10:00:35+05:30
KA51G5251,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.582832,12.973393,AMBULANCE,2022-01-01T10:00:33+05:30
KA40G430,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.554916,12.984312,AMBULANCE,2022-01-01T10:00:29+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645172,12.983836,MOTORCYCLE AMBULANCE,2022-01-01T10:00:36+05:30
KA51G5026,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.618698,13.020882,AMBULANCE,2022-01-01T10:00:30+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.558884,12.961339,AMBULANCE,2022-01-01T10:00:38+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.50975,12.80698,AMBULANCE,2022-01-01T10:00:38+05:30
KA51G5039,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.563171,12.949002,AMBULANCE,2022-01-01T10:00:41+05:30
KA51G5223,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.55896,12.961292,AMBULANCE,2022-01-01T10:00:48+05:30
KA01G6693,NO,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.50975,12.806979,AMBULANCE,2022-01-01T10:00:48+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645172,12.983836,MOTORCYCLE AMBULANCE,2022-01-01T10:00:46+05:30
KA02G1615,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.788345,12.861447,MOTORCYCLE AMBULANCE,2022-01-01T10:00:44+05:30
KA02G1607,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.645172,12.983836,MOTORCYCLE AMBULANCE,2022-01-01T10:00:56+05:30
KA02G1615,YES,datakaveri.org/fb0924bef803e220e0d0bc8ceaf0a1f999442f32/rs.iudx.org.in/bengaluru-emergency-vehicles/ambulance-live,Point,77.788956,12.861103,MOTORCYCLE AMBULANCE,2022-01-01T10:00:54+05:30
