trip_direction,license_plate,last_stop_id,trip_id,speed,observationDateTime,vehicle_label,route_id,id,last_stop_arrival_time,trip_delay,actual_trip_start_time,location.type,location.coordinates
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
UP,GJ05BX3511,2558,17600687,7,2022-01-08 05:30:03+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857167, 21.161266]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:04+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:14+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,32,2022-01-08 05:30:18+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.857902, 21.160838]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
UP,GJ05BX3511,2558,17600687,40,2022-01-08 05:30:23+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.858312, 21.160577]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:24+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:34+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,13,2022-01-08 05:30:43+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85936, 21.159903]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
DN,GJ05BX3043,4449,17600670,0,2022-01-08 05:30:43+05:30,M04,104D,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,,70,2022-01-08T05:11:52+05:30,Point,"[72.88409, 21.14048]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,25,2022-01-08 05:30:48+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.85959, 21.159752]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
UP,GJ05BX3511,2558,17600687,34,2022-01-08 05:30:53+05:30,M75,104U,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,05:28:04,307,2022-01-08T05:14:15+05:30,Point,"[72.859916, 21.159552]"
