route_id,trip_delay,license_plate,last_stop_arrival_time,trip_id,observationDateTime,trip_direction,vehicle_label,id,last_stop_id,actual_trip_start_time,location/type,location/coordinates/0,location/coordinates/1,speed
12D,1117,GJ05BX1378,10:08:25,17527270,2022-01-01T10:10:35+05:30,DN,P64,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2039,2022-01-01T09:42:03+05:30,Point,72.834411,21.177576,0
136U,605,GJ05BX2347,10:13:22,17533506,2022-01-01T10:15:02+05:30,UP,A38,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4015,2022-01-01T09:40:00+05:30,Point,72.758106,21.144182,0
126D,308,GJ05BX2508,,17528771,2022-01-01T10:15:06+05:30,DN,C103,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4011,2022-01-01T10:03:58+05:30,Point,72.772172,21.150794,0
136D,354,GJ05BX2498,10:13:58,17533694,2022-01-01T10:14:53+05:30,DN,A50,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1008,2022-01-01T09:44:46+05:30,Point,72.830557,21.183591,9
22D,116,GJ05BX1501,10:17:26,17529851,2022-01-01T10:20:07+05:30,DN,A01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4002,2022-01-01T10:10:36+05:30,Point,72.865421,21.21679,8
17AD,261,GJ05CU0594,10:17:50,17530281,2022-01-01T10:20:10+05:30,DN,E004,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2084,2022-01-01T09:46:50+05:30,Point,72.857561,21.212649,24
21U,159,GJ05CU1051,10:17:30,17531184,2022-01-01T10:20:10+05:30,UP,E005,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2081,2022-01-01T09:36:55+05:30,Point,72.871152,21.185491,0
13U,213,GJ05BX1806,10:15:35,17526385,2022-01-01T10:17:35+05:30,UP,A06,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2030,2022-01-01T06:01:24+05:30,Point,72.866912,21.215091,36
21U,861,GJ05CU1205,10:17:35,17531215,2022-01-01T10:20:10+05:30,UP,E010,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2068,2022-01-01T09:28:25+05:30,Point,72.85196,21.147294,43
13U,218,GJ05BX9504,10:20:00,17526499,2022-01-01T10:20:09+05:30,UP,A51,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4056,2022-01-01T08:54:56+05:30,Point,72.883011,21.189238,3
14D,339,GJ05CU2320,10:18:08,17532764,2022-01-01T10:20:13+05:30,DN,E014,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2690,2022-01-01T09:22:58+05:30,Point,72.784147,21.167356,16
126D,113,GJ05BX3391,10:18:57,17528772,2022-01-01T10:20:07+05:30,DN,C095,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2613,2022-01-01T10:07:24+05:30,Point,72.795465,21.167048,20
14U,331,GJ05CU2445,10:17:16,17532706,2022-01-01T10:20:11+05:30,UP,E017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2021,2022-01-01T09:26:16+05:30,Point,72.849357,21.23899,0
17AU,57,GJ05CU0746,10:16:22,17530196,2022-01-01T10:20:12+05:30,UP,E001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2085,2022-01-01T09:42:12+05:30,Point,72.847648,21.209062,0
17AD,42,GJ05CU2013,10:16:16,17530269,2022-01-01T10:20:11+05:30,DN,E025,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1012,2022-01-01T10:09:56+05:30,Point,72.807572,21.199355,0
21D,298,GJ05CU2414,10:19:18,17531285,2022-01-01T10:20:13+05:30,DN,E029,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2074,2022-01-01T10:05:48+05:30,Point,72.87102,21.176545,36
14D,57,GJ05CU2330,10:17:37,17532786,2022-01-01T10:20:12+05:30,DN,E033,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2012,2022-01-01T09:50:37+05:30,Point,72.790012,21.221386,21
103VD,106,GJ05BZ0880,10:02:47,17531557,2022-01-01T10:20:11+05:30,DN,H157,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6951,2022-01-01T07:46:23+05:30,Point,72.882433,21.279546,37
21D,185,GJ05CU2192,10:19:05,17531250,2022-01-01T10:20:10+05:30,DN,E040,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2068,2022-01-01T10:15:30+05:30,Point,72.866922,21.152455,45
254U,4891,GJ05BZ0625,09:18:23,17527707,2022-01-01T10:20:07+05:30,UP,H175,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4433,2022-01-01T08:08:03+05:30,Point,72.871802,21.162565,0
14D,76,GJ05CU2019,10:18:20,17532796,2022-01-01T10:20:10+05:30,DN,E044,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2013,2022-01-01T09:56:15+05:30,Point,72.794491,21.232338,50
14D,74,GJ05BX8526,10:19:47,17532543,2022-01-01T10:20:08+05:30,DN,H19,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4006,2022-01-01T09:13:53+05:30,Point,72.757545,21.143617,33
14D,58,GJ05BX8550,10:19:16,17532573,2022-01-01T10:20:07+05:30,DN,H21,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2007,2022-01-01T09:47:44+05:30,Point,72.800843,21.203163,45
17AU,179,GJ05BX8273,10:18:21,17530195,2022-01-01T10:20:00+05:30,UP,H09,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1017,2022-01-01T09:35:36+05:30,Point,72.830393,21.211701,20
17AEU,38,GJ05BZ0059,09:45:13,17529869,2022-01-01T10:20:09+05:30,UP,H107,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4002,2022-01-01T09:18:41+05:30,Point,72.846285,21.151162,32
14U,327,GJ05BX8979,10:19:47,17532608,2022-01-01T10:20:07+05:30,UP,H23,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4040,2022-01-01T09:14:52+05:30,Point,72.847462,21.257721,16
402U,1596,GJ05BZ0790,10:17:05,17533543,2022-01-01T10:20:09+05:30,UP,H149,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2263,2022-01-01T08:56:16+05:30,Point,72.846263,21.208573,31
16U,1179,GJ05BZ1889,10:02:35,17526773,2022-01-01T10:20:07+05:30,UP,H243,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4252,2022-01-01T09:59:59+05:30,Point,72.891655,21.23426,30
16D,296,GJ05BZ2564,10:14:32,17526974,2022-01-01T10:20:08+05:30,DN,H267,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2074,2022-01-01T10:05:23+05:30,Point,72.870052,21.190139,1
13U,229,GJ05BZ2298,10:19:06,17526273,2022-01-01T10:20:10+05:30,UP,H257,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4038,2022-01-01T09:35:58+05:30,Point,72.876458,21.19012,38
17AD,4,GJ05BX8859,10:18:49,17530282,2022-01-01T10:20:09+05:30,DN,H28,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4034,2022-01-01T09:29:55+05:30,Point,72.91337,21.240284,13
16U,29,GJ05BZ2876,10:14:24,17526740,2022-01-01T10:20:08+05:30,UP,H303,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2028,2022-01-01T09:56:00+05:30,Point,72.866429,21.217357,19
103SD,352,GJ05BZ2677,10:19:20,17532335,2022-01-01T10:20:08+05:30,DN,H281,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4370,2022-01-01T09:46:04+05:30,Point,72.876972,21.237226,30
22U,48,GJ05BX1580,10:33:26,17529751,2022-01-01T10:34:36+05:30,UP,A02,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4039,2022-01-01T10:31:36+05:30,Point,72.851433,21.24756,0
17AD,711,GJ05CU2361,10:27:21,17530270,2022-01-01T10:34:41+05:30,DN,E031,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1013,2022-01-01T10:19:16+05:30,Point,72.826366,21.21047,17
14D,75,GJ05CU2330,10:33:42,17532786,2022-01-01T10:34:42+05:30,DN,E033,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2004,2022-01-01T09:50:37+05:30,Point,72.796984,21.190514,37
21U,101,GJ05BX2258,10:30:59,17531145,2022-01-01T10:34:40+05:30,UP,A30,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2080,2022-01-01T09:53:36+05:30,Point,72.868184,21.19035,0
14U,323,GJ05CU2718,10:33:12,17532731,2022-01-01T10:34:42+05:30,UP,E039,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2008,2022-01-01T10:05:42+05:30,Point,72.793627,21.210847,24
136U,439,GJ05BX2335,10:30:51,17533509,2022-01-01T10:34:28+05:30,UP,A37,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2601,2022-01-01T10:17:05+05:30,Point,72.803023,21.181521,7
14U,349,GJ05CU2891,10:32:46,17532835,2022-01-01T10:34:41+05:30,UP,E048,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2017,2022-01-01T09:52:41+05:30,Point,72.830552,21.230773,28
13U,1107,GJ05BX2389,10:33:49,17526467,2022-01-01T10:34:41+05:30,UP,A45,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2022,2022-01-01T10:17:09+05:30,Point,72.838431,21.226868,12
17AU,94,GJ05BX8273,10:31:31,17530195,2022-01-01T10:34:31+05:30,UP,H09,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2003,2022-01-01T09:35:36+05:30,Point,72.783364,21.182719,48
20D,292,GJ05BX2465,,17529634,2022-01-01T10:34:58+05:30,DN,A48,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4041,2022-01-01T09:42:07+05:30,Point,72.855577,21.2553,0
18D,417,GJ05BX8984,10:32:43,17527450,2022-01-01T10:34:24+05:30,DN,H27,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2086,2022-01-01T10:20:17+05:30,Point,72.856937,21.212271,0
14U,84,GJ05BX8598,10:32:43,17532524,2022-01-01T10:34:33+05:30,UP,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2011,2022-01-01T09:58:39+05:30,Point,72.789954,21.227071,43
16U,58,GJ05BZ2976,10:27:44,17526746,2022-01-01T10:34:36+05:30,UP,H312,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2028,2022-01-01T10:04:00+05:30,Point,72.867145,21.21406,38
254U,1296,GJ05BZ3511,10:26:18,17527708,2022-01-01T10:34:26+05:30,UP,H316,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-01T08:21:25+05:30,Point,72.837462,21.204667,17
706D,175,GJ05BZ3675,10:15:19,17530473,2022-01-01T10:34:35+05:30,DN,H318,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2606,2022-01-01T10:04:47+05:30,Point,72.79011,21.21136,11
116D,303,GJ05BZ3750,10:32:50,17528851,2022-01-01T10:34:34+05:30,DN,H321,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1149,2022-01-01T10:00:06+05:30,Point,72.821873,21.186073,16
206D,235,GJ05BX2091,10:33:56,17531986,2022-01-01T10:34:36+05:30,DN,C025,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6688,2022-01-01T10:26:37+05:30,Point,72.745178,21.133355,35
107D,246,GJ05BX2152,10:31:53,17533331,2022-01-01T10:34:38+05:30,DN,C030,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2744,2022-01-01T10:17:06+05:30,Point,72.782081,21.200816,6
153ED,272,GJ05BX2420,10:33:13,17530574,2022-01-01T10:34:32+05:30,DN,C065,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2304,2022-01-01T10:20:23+05:30,Point,72.850182,21.20675,24
658D,1678,GJ05BX2506,10:32:44,17526678,2022-01-01T10:34:28+05:30,DN,C071,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1012,2022-01-01T09:49:20+05:30,Point,72.805763,21.197315,30
216KD,15,GJ05BX3027,10:28:42,17531909,2022-01-01T10:34:33+05:30,DN,C086,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1105,2022-01-01T09:49:29+05:30,Point,72.816492,21.19224,0
126D,63,GJ05BX3391,10:31:20,17528772,2022-01-01T10:34:39+05:30,DN,C095,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2621,2022-01-01T10:07:24+05:30,Point,72.818407,21.180933,5
216KD,807,GJ05bz0313,10:07:05,17531919,2022-01-01T10:34:38+05:30,DN,C100,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6109,2022-01-01T08:34:26+05:30,Point,72.715902,21.081112,0
108D,14,GJ05BX2799,10:32:48,17528652,2022-01-01T10:34:38+05:30,DN,C127,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6804,2022-01-01T10:03:35+05:30,Point,72.766001,21.2902,34
117U,179,GJ05BX2829,10:32:27,17528193,2022-01-01T10:34:37+05:30,UP,C132,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1003,2022-01-01T10:30:47+05:30,Point,72.843122,21.192347,6
126U,738,GJ05BX3017,10:32:24,17528711,2022-01-01T10:34:34+05:30,UP,C144,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2611,2022-01-01T10:02:52+05:30,Point,72.796488,21.163204,7
106D,355,GJ05BX3148,,17531800,2022-01-01T10:34:36+05:30,DN,C155,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6679,2022-01-01T10:31:05+05:30,Point,72.773483,21.130365,15
112U,162,GJ05BX3238,10:31:50,17529038,2022-01-01T10:34:39+05:30,UP,C163,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4259,2022-01-01T10:11:22+05:30,Point,72.855362,21.255378,17
21D,499,GJ05CU1303,10:23:29,17531281,2022-01-01T10:34:44+05:30,DN,E009,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,10,2022-01-01T09:43:24+05:30,Point,72.832797,21.209699,44
14D,1318,GJ05CU2445,,17532707,2022-01-01T10:34:31+05:30,DN,E017,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-01T10:29:31+05:30,Point,72.855016,21.255332,0
14U,51,GJ05CU2249,10:33:37,17532825,2022-01-01T10:34:42+05:30,UP,E019,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2017,2022-01-01T09:49:37+05:30,Point,72.82959,21.23046,16
21D,58,GJ05CU2015,,17531289,2022-01-01T10:34:44+05:30,DN,E023,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4022,2022-01-01T10:31:14+05:30,Point,72.862863,21.150688,0
17AD,171,GJ05CU2013,10:27:41,17530269,2022-01-01T10:34:41+05:30,DN,E025,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1016,2022-01-01T10:09:56+05:30,Point,72.840006,21.203621,0
21D,20,GJ05CU2192,10:29:10,17531250,2022-01-01T10:34:40+05:30,DN,E040,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2074,2022-01-01T10:15:30+05:30,Point,72.871274,21.181789,0
14D,139,GJ05CU2019,10:33:00,17532796,2022-01-01T10:34:40+05:30,DN,E044,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1012,2022-01-01T09:56:15+05:30,Point,72.801414,21.193631,22
14D,1801,GJ05BX8365,,17532617,2022-01-01T10:34:37+05:30,DN,H11,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-01T10:32:37+05:30,Point,72.855855,21.255291,0
14D,51,GJ05BX8978,10:34:12,17532593,2022-01-01T10:34:32+05:30,DN,H12,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2022,2022-01-01T10:22:31+05:30,Point,72.83831,21.228215,0
402U,240,GJ05BZ0725,10:05:39,17533532,2022-01-01T10:34:31+05:30,UP,H143,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2319,2022-01-01T07:42:24+05:30,Point,72.843004,21.234115,41
137ED,83,GJ05BZ0732,10:22:29,17531352,2022-01-01T10:34:33+05:30,DN,H145,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4707,2022-01-01T10:16:49+05:30,Point,72.79282,21.225129,22
402U,1596,GJ05BZ0790,10:17:05,17533543,2022-01-01T10:34:25+05:30,UP,H149,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2263,2022-01-01T08:56:16+05:30,Point,72.860415,21.191977,0
103VD,106,GJ05BZ0880,10:02:47,17531557,2022-01-01T10:34:35+05:30,DN,H157,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6951,2022-01-01T07:46:23+05:30,Point,72.877683,21.237416,16
102D,363,GJ05BZ0883,10:33:54,17533444,2022-01-01T10:34:34+05:30,DN,H158,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2226,2022-01-01T10:21:50+05:30,Point,72.83028,21.229302,21
137EU,177,GJ05BZ0884,10:25:30,17530823,2022-01-01T10:34:34+05:30,UP,H159,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2799,2022-01-01T10:09:26+05:30,Point,72.792345,21.212762,29
102U,2844,GJ05BZ0974,10:28:19,17533407,2022-01-01T10:34:29+05:30,UP,H165,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,10,2022-01-01T07:20:35+05:30,Point,72.839626,21.203221,6
254U,5755,GJ05BZ0625,09:18:23,17527707,2022-01-01T10:34:35+05:30,UP,H175,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4433,2022-01-01T08:08:03+05:30,Point,72.871802,21.162565,0
213D,8648,GJ05BZ0644,10:24:13,17530623,2022-01-01T10:34:33+05:30,DN,H179,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4317,2022-01-01T07:51:17+05:30,Point,72.88096,21.21328,0
16D,1003,GJ05BZ1074,10:10:13,17526998,2022-01-01T10:34:35+05:30,DN,H214,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2068,2022-01-01T10:31:43+05:30,Point,72.871017,21.15835,39
213D,2275,GJ05BZ1458,09:48:33,17530633,2022-01-01T10:34:37+05:30,DN,H219,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2228,2022-01-01T08:33:08+05:30,Point,72.907645,21.235328,24
14D,841,GJ05BX8979,,17532609,2022-01-01T10:34:38+05:30,DN,H23,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-01T10:23:07+05:30,Point,72.855597,21.255286,0
19U,72,GJ05BZ1535,08:53:11,17528038,2022-01-01T10:34:35+05:30,UP,H234,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2077,2022-01-01T08:49:19+05:30,Point,72.853946,21.193185,0
16U,1179,GJ05BZ1889,10:02:35,17526773,2022-01-01T10:34:36+05:30,UP,H243,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4252,2022-01-01T09:59:59+05:30,Point,72.881048,21.215141,0
254U,1170,GJ05BZ2063,09:24:51,17527706,2022-01-01T10:34:35+05:30,UP,H248,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4427,2022-01-01T07:48:59+05:30,Point,72.812931,21.222951,0
254U,1379,GJ05BZ2239,10:33:03,17527733,2022-01-01T10:34:35+05:30,UP,H256,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4434,2022-01-01T09:32:54+05:30,Point,72.876586,21.166323,10
13U,1,GJ05BZ2298,10:33:30,17526273,2022-01-01T10:34:34+05:30,UP,H257,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6881,2022-01-01T09:35:58+05:30,Point,72.931667,21.181397,23
17AD,349,GJ05BX8744,10:31:53,17530289,2022-01-01T10:34:23+05:30,DN,H26,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2003,2022-01-01T07:50:01+05:30,Point,72.801786,21.193795,15
16D,296,GJ05BZ2564,10:14:32,17526974,2022-01-01T10:31:28+05:30,DN,H267,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2074,2022-01-01T10:05:23+05:30,Point,72.866647,21.2161,9
403D,297,GJ05BZ2577,10:31:25,17527979,2022-01-01T10:34:38+05:30,DN,H271,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4352,2022-01-01T10:14:57+05:30,Point,72.886649,21.213756,3
