route_id,trip_delay,license_plate,last_stop_arrival_time,trip_id,observationDateTime,trip_direction,vehicle_label,id,last_stop_id,actual_trip_start_time,speed,location.type,location.coordinates
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:41:28+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,43.0,Point,"[72.850097, 21.165352]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:41:28+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,43.0,Point,"[72.850097, 21.165352]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:41:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,11.0,Point,"[72.849578, 21.165974]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:41:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,11.0,Point,"[72.849578, 21.165974]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:41:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,34.0,Point,"[72.849407, 21.166927]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:41:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,34.0,Point,"[72.849407, 21.166927]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,19.0,Point,"[72.849245, 21.167625]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,19.0,Point,"[72.849245, 21.167625]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,27.0,Point,"[72.849142, 21.168088]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,27.0,Point,"[72.849142, 21.168088]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,29.0,Point,"[72.848844, 21.169462]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,29.0,Point,"[72.848844, 21.169462]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:48+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,40.0,Point,"[72.848677, 21.170262]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:48+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,40.0,Point,"[72.848677, 21.170262]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,27.0,Point,"[72.848452, 21.171231]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:42:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,27.0,Point,"[72.848452, 21.171231]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:43:08+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,40.0,Point,"[72.848287, 21.171991]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:43:08+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,40.0,Point,"[72.848287, 21.171991]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:43:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,14.0,Point,"[72.847922, 21.173511]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:43:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,14.0,Point,"[72.847922, 21.173511]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:43:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,37.0,Point,"[72.847415, 21.175608]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:43:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,37.0,Point,"[72.847415, 21.175608]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:08+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,47.0,Point,"[72.846934, 21.176401]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:08+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,47.0,Point,"[72.846934, 21.176401]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:19+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,21.0,Point,"[72.846066, 21.177205]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:19+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,21.0,Point,"[72.846066, 21.177205]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:28+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,32.0,Point,"[72.84567, 21.177579]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:28+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,32.0,Point,"[72.84567, 21.177579]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,32.0,Point,"[72.844972, 21.178257]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,32.0,Point,"[72.844972, 21.178257]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:58+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,36.0,Point,"[72.843953, 21.179196]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:44:58+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,36.0,Point,"[72.843953, 21.179196]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,42.0,Point,"[72.843098, 21.179988]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,42.0,Point,"[72.843098, 21.179988]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,46.0,Point,"[72.842338, 21.180701]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,46.0,Point,"[72.842338, 21.180701]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,19.0,Point,"[72.841594, 21.181376]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,19.0,Point,"[72.841594, 21.181376]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,20.0,Point,"[72.841273, 21.181673]"
104D,77,GJ05BX3043,05:30:27,17541692,2022-01-02 05:45:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-02T05:30:38+05:30,20.0,Point,"[72.841273, 21.181673]"
104D,401,GJ05BX3043,05:45:39,17541692,2022-01-02 05:45:48+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,33.0,Point,"[72.840761, 21.182126]"
104D,401,GJ05BX3043,05:45:39,17541692,2022-01-02 05:45:48+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,33.0,Point,"[72.840761, 21.182126]"
14D,873,GJ05BX8598,,17540354,2022-01-02 05:45:56+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,8.0,Point,"[72.857058, 21.255447]"
14D,873,GJ05BX8598,,17540354,2022-01-02 05:45:56+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,8.0,Point,"[72.857058, 21.255447]"
104D,404,GJ05BX3043,05:45:39,17541692,2022-01-02 05:45:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,18.0,Point,"[72.840208, 21.182663]"
104D,404,GJ05BX3043,05:45:39,17541692,2022-01-02 05:45:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,18.0,Point,"[72.840208, 21.182663]"
104D,405,GJ05BX3043,05:45:39,17541692,2022-01-02 05:46:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,25.0,Point,"[72.839791, 21.183083]"
104D,405,GJ05BX3043,05:45:39,17541692,2022-01-02 05:46:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,25.0,Point,"[72.839791, 21.183083]"
14D,873,GJ05BX8598,,17540354,2022-01-02 05:46:14+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,13.0,Point,"[72.856687, 21.255363]"
14D,873,GJ05BX8598,,17540354,2022-01-02 05:46:14+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,13.0,Point,"[72.856687, 21.255363]"
104D,405,GJ05BX3043,05:45:39,17541692,2022-01-02 05:46:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,22.0,Point,"[72.839321, 21.183507]"
104D,405,GJ05BX3043,05:45:39,17541692,2022-01-02 05:46:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2452,2022-01-02T05:30:38+05:30,22.0,Point,"[72.839321, 21.183507]"
14D,855,GJ05BX8598,,17540354,2022-01-02 05:46:24+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,0.0,Point,"[72.85646, 21.255351]"
14D,855,GJ05BX8598,,17540354,2022-01-02 05:46:24+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,0.0,Point,"[72.85646, 21.255351]"
104D,431,GJ05BX3043,05:46:18,17541692,2022-01-02 05:46:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,25.0,Point,"[72.838779, 21.183998]"
104D,431,GJ05BX3043,05:46:18,17541692,2022-01-02 05:46:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,25.0,Point,"[72.838779, 21.183998]"
104D,431,GJ05BX3043,05:46:18,17541692,2022-01-02 05:46:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,21.0,Point,"[72.838466, 21.18428]"
104D,431,GJ05BX3043,05:46:18,17541692,2022-01-02 05:46:39+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,21.0,Point,"[72.838466, 21.18428]"
104U,589,GJ05BX3007,,17541584,2022-01-02 05:46:49+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1001,2022-01-02T05:46:38+05:30,27.0,Point,"[72.841616, 21.199948]"
104U,589,GJ05BX3007,,17541584,2022-01-02 05:46:49+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1001,2022-01-02T05:46:38+05:30,27.0,Point,"[72.841616, 21.199948]"
104D,440,GJ05BX3043,05:46:18,17541692,2022-01-02 05:46:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,37.0,Point,"[72.837269, 21.185363]"
104D,440,GJ05BX3043,05:46:18,17541692,2022-01-02 05:46:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,37.0,Point,"[72.837269, 21.185363]"
104U,581,GJ05BX3007,,17541584,2022-01-02 05:47:08+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:46:38+05:30,27.0,Point,"[72.842643, 21.198958]"
104U,581,GJ05BX3007,,17541584,2022-01-02 05:47:08+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:46:38+05:30,27.0,Point,"[72.842643, 21.198958]"
104D,442,GJ05BX3043,05:46:18,17541692,2022-01-02 05:47:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,31.0,Point,"[72.837134, 21.186139]"
104D,442,GJ05BX3043,05:46:18,17541692,2022-01-02 05:47:18+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,31.0,Point,"[72.837134, 21.186139]"
104U,575,GJ05BX3007,,17541584,2022-01-02 05:47:28+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:46:58+05:30,28.0,Point,"[72.84329, 21.197717]"
104U,575,GJ05BX3007,,17541584,2022-01-02 05:47:28+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:46:58+05:30,28.0,Point,"[72.84329, 21.197717]"
104D,445,GJ05BX3043,05:46:18,17541692,2022-01-02 05:47:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,45.0,Point,"[72.838247, 21.186598]"
104D,445,GJ05BX3043,05:46:18,17541692,2022-01-02 05:47:29+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,45.0,Point,"[72.838247, 21.186598]"
104U,565,GJ05BX3007,,17541584,2022-01-02 05:47:39+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:47:08+05:30,32.0,Point,"[72.843514, 21.196898]"
104U,565,GJ05BX3007,,17541584,2022-01-02 05:47:39+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:47:08+05:30,32.0,Point,"[72.843514, 21.196898]"
14D,764,GJ05BX8598,,17540354,2022-01-02 05:47:45+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,0.0,Point,"[72.85646, 21.255351]"
14D,764,GJ05BX8598,,17540354,2022-01-02 05:47:45+05:30,DN,H31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:45:26+05:30,0.0,Point,"[72.85646, 21.255351]"
104D,471,GJ05BX3043,05:46:18,17541692,2022-01-02 05:47:49+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,49.0,Point,"[72.840025, 21.188311]"
104D,471,GJ05BX3043,05:46:18,17541692,2022-01-02 05:47:49+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2451,2022-01-02T05:30:38+05:30,49.0,Point,"[72.840025, 21.188311]"
104U,559,GJ05BX3007,,17541584,2022-01-02 05:47:58+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:47:08+05:30,32.0,Point,"[72.843568, 21.195339]"
104U,559,GJ05BX3007,,17541584,2022-01-02 05:47:58+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1002,2022-01-02T05:47:08+05:30,32.0,Point,"[72.843568, 21.195339]"
104D,500,GJ05BX3043,05:47:49,17541692,2022-01-02 05:47:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1005,2022-01-02T05:30:38+05:30,49.0,Point,"[72.840783, 21.189334]"
104D,500,GJ05BX3043,05:47:49,17541692,2022-01-02 05:47:59+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1005,2022-01-02T05:30:38+05:30,49.0,Point,"[72.840783, 21.189334]"
104D,514,GJ05BX3043,05:47:49,17541692,2022-01-02 05:48:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1005,2022-01-02T05:30:38+05:30,49.0,Point,"[72.841509, 21.190362]"
104D,514,GJ05BX3043,05:47:49,17541692,2022-01-02 05:48:09+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1005,2022-01-02T05:30:38+05:30,49.0,Point,"[72.841509, 21.190362]"
22U,1626,GJ05BX8758,05:45:45,17537718,2022-01-02 05:48:15+05:30,UP,H36,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:44:24+05:30,0.0,Point,"[72.85438, 21.25538]"
22U,1626,GJ05BX8758,05:45:45,17537718,2022-01-02 05:48:15+05:30,UP,H36,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-02T05:44:24+05:30,0.0,Point,"[72.85438, 21.25538]"
104U,545,GJ05BX3007,05:47:58,17541584,2022-01-02 05:48:18+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1003,2022-01-02T05:47:08+05:30,20.0,Point,"[72.843514, 21.194285]"
104U,545,GJ05BX3007,05:47:58,17541584,2022-01-02 05:48:18+05:30,UP,M01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1003,2022-01-02T05:47:08+05:30,20.0,Point,"[72.843514, 21.194285]"
