uv/avgOverTime,o3/avgOverTime,pm2p5/avgOverTime,airQualityLevel,co2/avgOverTime,pm10/avgOverTime,co/avgOverTime,observationDateTime,deviceStatus,no2/avgOverTime,airTemperature/avgOverTime,illuminance/avgOverTime,ambientNoise/avgOverTime,aqiMajorPollutant,so2/avgOverTime,relativeHumidity/avgOverTime,id,atmosphericPressure/avgOverTime,airQualityIndex
0.75,25.06,124.71,VERY_POOR,245.9,179.49,0.46,2022-01-01T10:31:20+05:30,ACTIVE,37.7,24.53,6051.32,72.21,PM2.5,0.01,67.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,307
0.89,28.39,121.82,VERY_POOR,246.32,172.65,0.42,2022-01-01T10:46:20+05:30,ACTIVE,33.59,25.13,6557.2,72.72,PM2.5,0,66.14,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,307
0.61,21.59,131.93,VERY_POOR,244.04,188.98,0.55,2022-01-01T10:16:18+05:30,ACTIVE,42.32,23.75,5553.19,71.99,PM2.5,0.05,69.56,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,307
1.05,28.87,113.95,VERY_POOR,250.2,161.17,0.41,2022-01-01T11:01:19+05:30,ACTIVE,33.34,25.66,7141.12,72.24,PM2.5,0,65.01,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,307
1.42,31.66,105.41,VERY_POOR,250.37,151.23,0.42,2022-01-01T11:31:17+05:30,ACTIVE,30.66,26.97,8272.39,70.89,PM2.5,0,61.73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,306
1.23,29.65,105.74,VERY_POOR,253.1,150.44,0.43,2022-01-01T11:16:18+05:30,ACTIVE,32.31,26.35,7840.32,71.63,PM2.5,0,63.29,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,306
0,0,86.59,POOR,267.65,130.82,2.34,2022-01-01T23:01:21+05:30,ACTIVE,87.84,22.51,4.6,65.89,PM2.5,3.12,75.72,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,247
0,0,88.45,POOR,262.8,132.51,2.04,2022-01-01T22:46:20+05:30,ACTIVE,82.98,22.74,5.05,65.65,PM2.5,2.56,75.15,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,247
0,0,71.12,POOR,249.17,112.41,1.93,2022-01-01T23:46:21+05:30,ACTIVE,82.11,21.81,4.1,73.33,PM2.5,1.87,77.66,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,242
0,0,92.09,POOR,264.24,136.42,1.93,2022-01-01T22:31:21+05:30,ACTIVE,79.77,22.98,5.17,64.81,PM2.5,2.46,74.74,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,247
0,0,73.32,POOR,254.41,117.19,2.1,2022-01-01T23:31:21+05:30,ACTIVE,86.86,22.02,4.22,71.11,PM2.5,2.25,76.86,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,242
0,0,84.43,POOR,262.19,126.25,2.29,2022-01-01T23:16:20+05:30,ACTIVE,88.75,22.27,4.25,66.96,PM2.5,2.82,76.21,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,0.94,242
0,40.95,184.04,VERY_POOR,210.9,293.54,3.69,2022-01-01T21:01:23+05:30,ACTIVE,88,25,9.14,74.9,PM2.5,6.85,66.95,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,31.54,235.2,VERY_POOR,192.18,345.83,2.75,2022-01-01T22:01:24+05:30,ACTIVE,77.76,24.29,8.74,74.73,PM2.5,5.8,68.18,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,38.89,167.47,VERY_POOR,193.61,272.57,2.46,2022-01-01T21:16:21+05:30,ACTIVE,82.77,24.87,9.09,74.83,PM2.5,6.14,66.8,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,37.24,167.73,VERY_POOR,188.76,266.34,2.32,2022-01-01T21:31:23+05:30,ACTIVE,81.03,24.69,8.71,74.6,PM2.5,5.84,67.06,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,30.36,189.81,VERY_POOR,181.31,292.72,3.5,2022-01-01T22:16:22+05:30,ACTIVE,77,24.1,8.68,74.95,PM2.5,5.75,68.67,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,346
0,34.81,228.41,VERY_POOR,196.67,336.21,2.78,2022-01-01T21:46:23+05:30,ACTIVE,81.07,24.46,8.64,74.69,PM2.5,5.93,67.8,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,41.87,199.29,VERY_POOR,222.86,305.18,4.43,2022-01-01T20:46:20+05:30,ACTIVE,91.56,25.24,9.85,74.88,PM2.5,7.14,66.12,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,43.07,226.56,VERY_POOR,200.2,322.08,3.36,2022-01-01T20:16:20+05:30,ACTIVE,87.41,25.78,9.64,75.18,PM2.5,6.17,63.17,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
0,42.97,233.47,VERY_POOR,212.74,334.4,4.23,2022-01-01T20:31:21+05:30,ACTIVE,90.99,25.51,10.16,75.03,PM2.5,6.74,64.38,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
,,,SEVERE,,,,2022-01-01T18:01:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T18:16:21+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
0,46.86,134.14,VERY_POOR,185.23,203.88,1.71,2022-01-01T19:46:24+05:30,ACTIVE,81.41,26.19,9.79,75.66,PM2.5,5.01,61.19,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,351
0,48.05,85.39,SEVERE,194.91,139.93,2.6,2022-01-01T18:46:24+05:30,ACTIVE,75.99,27.36,42.08,75.21,PM2.5,3.85,57.71,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,445
0,46.96,59.44,SEVERE,195.75,85.61,3.06,2022-01-01T18:31:24+05:30,ACTIVE,75.96,27.46,63.2,75.47,PM2.5,2.96,57.52,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,445
0,50.63,122.39,VERY_POOR,194.94,199.08,2.8,2022-01-01T19:01:22+05:30,ACTIVE,79.72,27.08,15.27,75,PM2.5,5.02,58.45,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,351
0,48.79,128.97,VERY_POOR,193.01,202.31,2.54,2022-01-01T19:16:22+05:30,ACTIVE,80.42,26.74,9.74,74.94,PM2.5,5.17,59.46,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,351
0,46.16,124.22,VERY_POOR,186.5,194.95,1.46,2022-01-01T19:31:22+05:30,ACTIVE,75.51,26.43,9.76,75.14,PM2.5,4.93,60.4,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,351
0,44.63,162.98,VERY_POOR,193.29,243.77,2.37,2022-01-01T20:01:25+05:30,ACTIVE,87.7,26.03,9.87,75.65,PM2.5,5.59,62.18,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,349
,,,VERY_POOR,,,,2022-01-01T12:01:21+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,384
,,,VERY_POOR,,,,2022-01-01T12:16:20+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,387
,,,VERY_POOR,,,,2022-01-01T12:46:20+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,387
,,,VERY_POOR,,,,2022-01-01T12:31:21+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,387
,,,VERY_POOR,,,,2022-01-01T11:46:17+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,384
,,,VERY_POOR,,,,2022-01-01T13:01:19+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,387
,,,VERY_POOR,,,,2022-01-01T13:31:19+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,396
,,,VERY_POOR,,,,2022-01-01T13:16:19+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,396
,,,SEVERE,,,,2022-01-01T16:31:23+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T16:16:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T16:46:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T17:01:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T16:01:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T17:31:21+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T17:16:20+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T17:46:21+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T15:31:20+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,VERY_POOR,,,,2022-01-01T14:01:24+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,396
,,,SEVERE,,,,2022-01-01T14:31:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,430
,,,SEVERE,,,,2022-01-01T15:01:27+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,430
,,,SEVERE,,,,2022-01-01T15:46:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,SEVERE,,,,2022-01-01T14:46:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,430
,,,SEVERE,,,,2022-01-01T14:16:22+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,430
,,,SEVERE,,,,2022-01-01T15:16:21+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,445
,,,VERY_POOR,,,,2022-01-01T13:46:19+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,396
,,,VERY_POOR,,,,2022-01-01T10:01:19+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,384
,,,VERY_POOR,,,,2022-01-01T10:31:20+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,383
,,,VERY_POOR,,,,2022-01-01T10:46:20+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,383
,,,VERY_POOR,,,,2022-01-01T10:16:18+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,383
,,,VERY_POOR,,,,2022-01-01T11:01:19+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,383
,,,VERY_POOR,,,,2022-01-01T11:31:17+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,384
,,,VERY_POOR,,,,2022-01-01T11:16:18+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,,384
0,42.73,366.17,VERY_POOR,258.23,522.79,12.7,2022-01-01T23:01:23+05:30,ACTIVE,97.01,23.64,7.94,74.6,PM2.5,9.6,71.14,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,346
0,50.47,319.25,VERY_POOR,259.1,512.51,11.85,2022-01-01T22:46:22+05:30,ACTIVE,105.46,23.82,8.28,74.89,PM2.5,9.19,70.25,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,346
0,28.17,210.66,VERY_POOR,174.16,316.6,2.88,2022-01-01T23:46:23+05:30,ACTIVE,69.62,23.37,8.23,73.03,PM2.5,5.61,71.84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,379
0,44.83,303.23,VERY_POOR,226.48,447.84,9.32,2022-01-01T22:31:23+05:30,ACTIVE,97.97,23.97,8.43,74.97,PM2.5,7.76,69.37,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,346
0,26.87,252.93,VERY_POOR,206.63,387.79,6.43,2022-01-01T23:31:22+05:30,ACTIVE,76.28,23.66,7.93,72.87,PM2.5,7.21,71.41,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,379
0,35.77,400.46,VERY_POOR,247.68,532.44,12.53,2022-01-01T23:16:22+05:30,ACTIVE,91.53,23.68,7.61,73.79,PM2.5,9.45,71.22,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.94,379
0,0,22.86,SATISFACTORY,474.67,62.35,5.93,2022-01-01T21:01:14+05:30,ACTIVE,92.23,25.09,1.89,102.01,CO,10.89,64.7,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,59
0,0,19.88,SATISFACTORY,422.87,43.14,2.61,2022-01-01T22:01:15+05:30,ACTIVE,75.17,24.33,1.72,102.01,CO,5.4,65.57,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,87
0,0,20.99,SATISFACTORY,466.09,53.21,4.87,2022-01-01T21:16:13+05:30,ACTIVE,88.43,24.93,1.86,102.01,CO,9.19,65.32,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,87
0,0,18.73,SATISFACTORY,438.59,42.32,3.26,2022-01-01T21:31:14+05:30,ACTIVE,80.69,24.68,1.83,102.01,CO,6.47,65.35,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,87
0,0,21.54,SATISFACTORY,413.3,40.13,1.92,2022-01-01T22:16:13+05:30,ACTIVE,73.06,24.21,1.65,102.01,CO,4.3,65.93,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,99
0,0,18.66,SATISFACTORY,429.36,44.14,2.99,2022-01-01T21:46:14+05:30,ACTIVE,77.35,24.47,1.77,102.01,CO,5.95,65.32,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,87
0,0,20.74,SATISFACTORY,459.03,53.79,5.5,2022-01-01T20:46:13+05:30,ACTIVE,88.53,25.2,1.9,102.01,CO,10.38,64.02,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,59
0,0,16.3,SATISFACTORY,434.84,43.98,4.04,2022-01-01T20:16:13+05:30,ACTIVE,87.31,25.5,1.82,102.01,CO,7.68,63.1,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,59
0,0,17.71,SATISFACTORY,443.86,46.58,4.6,2022-01-01T20:31:14+05:30,ACTIVE,85.22,25.3,1.86,102.01,CO,8.83,63.64,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,59
0.02,32.12,12.92,SATISFACTORY,328.56,31.13,0.51,2022-01-01T18:01:16+05:30,ACTIVE,35.56,29.35,367.28,102.01,NO2,2.13,50.92,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,55
0.01,29.74,9.6,SATISFACTORY,329.64,21.18,0.53,2022-01-01T18:16:15+05:30,ACTIVE,39.98,28.64,175.12,102.01,NO2,2.19,52.17,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,55
0,0,16.61,SATISFACTORY,422.39,47.48,3.88,2022-01-01T19:46:15+05:30,ACTIVE,94.92,26.09,1.73,102.01,NO2,7.92,60.88,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,57
0,11.49,10.82,SATISFACTORY,351.29,28.61,1.16,2022-01-01T18:46:17+05:30,ACTIVE,60.71,27.56,18.46,102.01,NO2,3.46,54.94,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,55
0,23.1,9.75,SATISFACTORY,335.18,21.25,0.64,2022-01-01T18:31:17+05:30,ACTIVE,47.54,28.04,69.06,102.01,NO2,2.49,53.35,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,55
0,1.84,13.8,SATISFACTORY,380.62,41.74,2.39,2022-01-01T19:01:15+05:30,ACTIVE,80.07,27.11,3.91,102.01,NO2,5.63,57.05,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,57
0,0.15,14.72,SATISFACTORY,388.92,45.97,2.71,2022-01-01T19:16:14+05:30,ACTIVE,84.5,26.71,1.75,102.01,NO2,6.07,58.63,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,57
0,0.15,15.71,SATISFACTORY,399.65,49.1,3.1,2022-01-01T19:31:13+05:30,ACTIVE,89.53,26.36,1.68,102.01,NO2,6.53,59.66,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,57
0,0,15.96,SATISFACTORY,429.69,42.21,3.97,2022-01-01T20:01:15+05:30,ACTIVE,89.43,25.8,1.78,102.01,CO,7.84,62.08,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,59
0.73,31.14,24.1,SATISFACTORY,348.18,41.5,0.5,2022-01-01T12:01:14+05:30,ACTIVE,28.48,27.61,1446.26,102.01,NO2,1.06,56.41,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,0.94,67
